year,block,main_plot,fym_factor_level,rotation_type,rotation_factor_level,phase_number,test_or_treatment,crop_name,crop_code,crop_variety,management_note_id,note_id
1956,1,4,FYM,3-yr lucerne ley-arable,Lu,5,2nd test crop,spring barley,B,Herta,3.000,*
1957,1,4,FYM,3-yr lucerne ley-arable,Lu,1,1st year ley treatment,lucerne,Lu1,Du Puits,3.000,*
1958,1,4,FYM,3-yr lucerne ley-arable,Lu,2,2nd year ley treatment,lucerne,Lu2,Du Puits,3.000,*
1959,1,4,FYM,3-yr lucerne ley-arable,Lu,3,3rd treatment crop,fallow,F,*,3.000,*
1960,1,4,FYM,3-yr lucerne ley-arable,Lu,4,1st test crop,sugar beet,SBe,Klein E,3.000,*
1961,1,4,FYM,3-yr lucerne ley-arable,Lu,5,2nd test crop,spring barley,B,Herta,3.000,*
1962,1,4,FYM,3-yr lucerne ley-arable,Lu,1,1st year ley treatment,lucerne,Lu1,Du Puits,3.000,*
1963,1,4,FYM,3-yr lucerne ley-arable,Lu,2,2nd year ley treatment,lucerne,Lu2,Du Puits,3.000,*
1964,1,4,FYM,3-yr lucerne ley-arable,Lu,3,3rd year ley treatment,lucerne,Lu3,Du Puits,3.000,*
1965,1,4,FYM,3-yr lucerne ley-arable,Lu,4,1st test crop,sugar beet,SBe,Klein E,3.000,*
1966,1,4,FYM,3-yr lucerne ley-arable,Lu,5,2nd test crop,spring barley,B,Maris Badger,3.000,*
1967,1,4,FYM,3-yr lucerne ley-arable,Lu,1,1st year ley treatment,sainfoin,S1,Common Sainfoin,3.000,*
1968,1,4,FYM,3-yr lucerne ley-arable,Lu,2,2nd year ley treatment,sainfoin,S2,Common Sainfoin,3.000,*
1969,1,4,FYM,3-yr lucerne ley-arable,Lu,3,3rd year ley treatment,sainfoin,S3,Common Sainfoin,3.000,*
1970,1,4,FYM,3-yr lucerne ley-arable,Lu,4,1st test crop,spring barley,B,Maris Badger,3.000,*
1971,1,4,FYM,3-yr lucerne ley-arable,Lu,5,2nd test crop,spring barley,B,Julia,3.000,*
1972,1,4,FYM,3-yr lucerne ley-arable,Lu,1,1st year ley treatment,red clover  ,CL1,S.123,3.000,*
1973,1,4,FYM,3-yr lucerne ley-arable,Lu,2,2nd year ley treatment,red clover  ,CL2,S.123,3.000,*
1974,1,4,FYM,3-yr lucerne ley-arable,Lu,3,3rd year ley treatment,red clover  ,CL3,English Broad Red,2.000,10
1975,1,4,FYM,3-yr lucerne ley-arable,Lu,4,1st test crop,potatoes,P,Maris Piper,3.000,*
1976,1,4,FYM,3-yr lucerne ley-arable,Lu,5,2nd test crop,winter wheat,W,Cappelle,3.000,*
1977,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,S.48 timothy; S.215 meadow fescue; Huia white clover; ,4.000,12
1978,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,S.48 timothy; S.215 meadow fescue; Huia white clover; ,5.000,*
1979,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,S.48 timothy; S.215 meadow fescue; Huia white clover; ,5.000,*
1980,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Flanders,*,*
1981,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,spring barley,B,Triumph,*,*
1982,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Climax timothy; meadow fescue; Huia white clover,5.000,*
1983,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Climax timothy; meadow fescue; Huia white clover,5.000,*
1984,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Climax timothy; meadow fescue; Huia white clover,5.000,*
1985,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Avalon,*,*
1986,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,spring barley,B,Klaxon,*,*
1987,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Climax timothy; meadow fescue; Huia white clover,5.000,*
1988,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Climax timothy; meadow fescue; Huia white clover,5.000,*
1989,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Climax timothy; meadow fescue; Huia white clover,5.000,*
1990,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Mercia,*,*
1991,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,spring barley,B,Klaxon,*,*
1992,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Climax timothy; meadow fescue; Huia white clover,5.000,*
1993,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Climax timothy;meadow fescue;Huia white clover,5.000,*
1994,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Climax timothy;meadow fescue;Huia white clover,5.000,*
1995,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Mercia,*,*
1996,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,winter rye,R,Amando,*,*
1997,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Erecta RvP timothy; Rossa meadow fescue; Huia white clover,5.000,*
1998,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Erecta RvP timothy; Rossa meadow fescue; Huia white clover,5.000,*
1999,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Erecta RvP timothy; Rossa meadow fescue; Huia white clover,5.000,*
2000,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Hereward,*,*
2001,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,winter rye,R,Esprit:Nikita,*,*
2002,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Promesse timothy; Laura meadow fescue; Merwi white clover,5.000,*
2003,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Promesse timothy; Laura meadow fescue; Merwi white clover,5.000,*
2004,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Promesse timothy; Laura meadow fescue; Merwi white clover,5.000,*
2005,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Hereward,*,*
2006,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,winter rye,R,Matador,*,*
2007,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Promesse timothy; Laura fescue; Chieftain white clover,4.000,21
2008,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2009,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2010,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Glasgow,*,*
2011,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,winter rye,R,Agronom,*,*
2012,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2013,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2014,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2015,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Solstice,*,*
2016,1,4,FYM,3-yr grass/clover ley-arable,Lc3,5,2nd test crop,winter rye,R,Phoenix,*,*
2017,1,4,FYM,3-yr grass/clover ley-arable,Lc3,1,1st year ley treatment,clover grass ley,Lc1,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2018,1,4,FYM,3-yr grass/clover ley-arable,Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2019,1,4,FYM,3-yr grass/clover ley-arable,Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Promesse timothy; Laura fescue; Chieftain white clover,5.000,*
2020,1,4,FYM,3-yr grass/clover ley-arable,Lc3,4,1st test crop,winter wheat,W,Crusoe,*,*
1938,1,5,FYM,arable,Ar,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,1,5,FYM,arable,Ar,0,Initialising phase,kale,K,Thousand Head,*,24
1940,1,5,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1941,1,5,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1942,1,5,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1943,1,5,FYM,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1944,1,5,FYM,arable,Ar,3,3rd treatment crop,kale,K,Thousand Head,*,*
1945,1,5,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1946,1,5,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1947,1,5,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1948,1,5,FYM,arable,Ar,2,2nd treatment crop,spring wheat,W*,Atle,*,1
1949,1,5,FYM,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1950,1,5,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1951,1,5,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1952,1,5,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1953,1,5,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1954,1,5,FYM,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1955,1,5,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1956,1,5,FYM,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1957,1,5,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1958,1,5,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1959,1,5,FYM,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1960,1,5,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1961,1,5,FYM,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1962,1,5,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1963,1,5,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1964,1,5,FYM,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1965,1,5,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1966,1,5,FYM,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1967,1,5,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1968,1,5,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1969,1,5,FYM,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1970,1,5,FYM,arable,Ar,4,1st test crop,spring barley,B,Maris Badger,*,*
1971,1,5,FYM,arable,Ar,5,2nd test crop,spring barley,B,Julia,*,*
1972,1,5,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1973,1,5,FYM,arable,Ar,2,2nd treatment crop,spring barley,B,Julia,*,*
1974,1,5,FYM,arable,Ar,3,3rd treatment crop,spring barley,B,Julia,*,*
1975,1,5,FYM,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,*
1976,1,5,FYM,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1977,1,5,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1978,1,5,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1979,1,5,FYM,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1980,1,5,FYM,arable,AF,4,1st test crop,winter wheat,W,Flanders,*,*
1981,1,5,FYM,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1982,1,5,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1983,1,5,FYM,arable,AF,2,2nd treatment crop,Fallow,F,*,*,*
1984,1,5,FYM,arable,AF,3,3rd treatment crop,spring beans,BE*,Minden,*,4
1985,1,5,FYM,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1986,1,5,FYM,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1987,1,5,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1988,1,5,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1989,1,5,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Bourdon,*,*
1990,1,5,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1991,1,5,FYM,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1992,1,5,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1993,1,5,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1994,1,5,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1995,1,5,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1996,1,5,FYM,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1997,1,5,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1998,1,5,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1999,1,5,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
2000,1,5,FYM,arable,AF,4,1st test crop,winter wheat,W,Hereward,*,*
2001,1,5,FYM,arable,AF,5,2nd test crop,winter rye,R,Esprit:Nikita,*,*
2002,1,5,FYM,arable,AM,1,1st treatment crop,winter rye,R,Picasso:Nikita,*,*
2003,1,5,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2004,1,5,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2005,1,5,FYM,arable,AM,4,1st test crop,winter wheat,W,Hereward,*,*
2006,1,5,FYM,arable,AM,5,2nd test crop,winter rye,R,Matador,*,*
2007,1,5,FYM,arable,AM,1,1st treatment crop,winter rye,R,Hacada,*,*
2008,1,5,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2009,1,5,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2010,1,5,FYM,arable,AM,4,1st test crop,winter wheat,W,Glasgow,*,*
2011,1,5,FYM,arable,AM,5,2nd test crop,winter rye,R,Agronom,*,*
2012,1,5,FYM,arable,AO,1,1st treatment crop,winter rye,R,Humbolt,*,*
2013,1,5,FYM,arable,AO,2,2nd treatment crop,spring beans,BE*,Fuego,*,6
2014,1,5,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2015,1,5,FYM,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2016,1,5,FYM,arable,AO,5,2nd test crop,winter rye,R,Phoenix,*,*
2017,1,5,FYM,arable,AO,1,1st treatment crop,winter rye,R,Mephisto,*,*
2018,1,5,FYM,arable,AO,2,2nd treatment crop,spring beans,BE*,Fuego,*,7
2019,1,5,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2020,1,5,FYM,arable,AO,4,1st test crop,winter wheat,W,Crusoe,*,*
1938,1,6,none,arable,Ar,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,1,6,none,arable,Ar,0,Initialising phase,kale,K,Thousand Head,*,24
1940,1,6,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1941,1,6,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1942,1,6,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1943,1,6,none,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1944,1,6,none,arable,Ar,3,3rd treatment crop,kale,K,Thousand Head,*,*
1945,1,6,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1946,1,6,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1947,1,6,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1948,1,6,none,arable,Ar,2,2nd treatment crop,spring wheat,W*,Atle,*,1
1949,1,6,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1950,1,6,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1951,1,6,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1952,1,6,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1953,1,6,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1954,1,6,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1955,1,6,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1956,1,6,none,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1957,1,6,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1958,1,6,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1959,1,6,none,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1960,1,6,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1961,1,6,none,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1962,1,6,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1963,1,6,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1964,1,6,none,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1965,1,6,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1966,1,6,none,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1967,1,6,none,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1968,1,6,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1969,1,6,none,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1970,1,6,none,arable,Ar,4,1st test crop,spring barley,B,Maris Badger,*,*
1971,1,6,none,arable,Ar,5,2nd test crop,spring barley,B,Julia,*,*
1972,1,6,none,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1973,1,6,none,arable,Ar,2,2nd treatment crop,spring barley,B,Julia,*,*
1974,1,6,none,arable,Ar,3,3rd treatment crop,spring barley,B,Julia,*,*
1975,1,6,none,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,*
1976,1,6,none,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1977,1,6,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1978,1,6,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1979,1,6,none,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1980,1,6,none,arable,AF,4,1st test crop,winter wheat,W,Flanders,*,*
1981,1,6,none,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1982,1,6,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1983,1,6,none,arable,AF,2,2nd treatment crop,Fallow,F,*,*,*
1984,1,6,none,arable,AF,3,3rd treatment crop,spring beans,BE*,Minden,*,4
1985,1,6,none,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1986,1,6,none,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1987,1,6,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1988,1,6,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1989,1,6,none,arable,AF,3,3rd treatment crop,winter beans,BE,Bourdon,*,*
1990,1,6,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1991,1,6,none,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1992,1,6,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1993,1,6,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1994,1,6,none,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1995,1,6,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1996,1,6,none,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1997,1,6,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1998,1,6,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1999,1,6,none,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
2000,1,6,none,arable,AF,4,1st test crop,winter wheat,W,Hereward,*,*
2001,1,6,none,arable,AF,5,2nd test crop,winter rye,R,Esprit:Nikita,*,*
2002,1,6,none,arable,AM,1,1st treatment crop,winter rye,R,Picasso:Nikita,*,*
2003,1,6,none,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2004,1,6,none,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2005,1,6,none,arable,AM,4,1st test crop,winter wheat,W,Hereward,*,*
2006,1,6,none,arable,AM,5,2nd test crop,winter rye,R,Matador,*,*
2007,1,6,none,arable,AM,1,1st treatment crop,winter rye,R,Hacada,*,*
2008,1,6,none,arable,AM,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2009,1,6,none,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2010,1,6,none,arable,AM,4,1st test crop,winter wheat,W,Glasgow,*,*
2011,1,6,none,arable,AM,5,2nd test crop,winter rye,R,Agronom,*,*
2012,1,6,none,arable,AO,1,1st treatment crop,winter rye,R,Humbolt,*,*
2013,1,6,none,arable,AO,2,2nd treatment crop,spring beans,BE*,Fuego,*,6
2014,1,6,none,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2015,1,6,none,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2016,1,6,none,arable,AO,5,2nd test crop,winter rye,R,Phoenix,*,*
2017,1,6,none,arable,AO,1,1st treatment crop,winter rye,R,Mephisto,*,*
2018,1,6,none,arable,AO,2,2nd treatment crop,spring beans,BE*,Fuego,*,7
2019,1,6,none,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2020,1,6,none,arable,AO,4,1st test crop,winter wheat,W,Crusoe,*,*
1938,1,7,none,alternating arable and ley-arable,L/Ah,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,1,7,none,alternating arable and ley-arable,L/Ah,0,Initialising phase,kale,K,Thousand Head,*,24
1940,1,7,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Majestic,*,*
1941,1,7,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1942,1,7,none,alternating arable and ley-arable,L/Ah,1,1st year ley treatment,grazed ley,L1,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1943,1,7,none,alternating arable and ley-arable,L/Ah,2,2nd year ley treatment,grazed ley,L2,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1944,1,7,none,alternating arable and ley-arable,L/Ah,3,3rd year ley treatment,grazed ley,L3,Italian ryegrass; S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1945,1,7,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Majestic,*,*
1946,1,7,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1947,1,7,none,alternating arable and ley-arable,L/Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1948,1,7,none,alternating arable and ley-arable,L/Ah,2,2nd treatment crop,spring wheat,W*,Atle,*,1
1949,1,7,none,alternating arable and ley-arable,L/Ah,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1950,1,7,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Majestic,*,*
1951,1,7,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1952,1,7,none,alternating arable and ley-arable,L/Ah,1,1st year ley treatment,lucerne,Lu1,Du Puits,3.000,*
1953,1,7,none,alternating arable and ley-arable,L/Ah,2,2nd year ley treatment,lucerne,Lu2,Du Puits,3.000,*
1954,1,7,none,alternating arable and ley-arable,L/Ah,3,3rd year ley treatment,lucerne,Lu3,Du Puits,3.000,*
1955,1,7,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Majestic,*,*
1956,1,7,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Herta,*,*
1957,1,7,none,alternating arable and ley-arable,L/Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1958,1,7,none,alternating arable and ley-arable,L/Ah,2,2nd treatment crop,winter rye,R,King II,*,*
1959,1,7,none,alternating arable and ley-arable,L/Ah,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1960,1,7,none,alternating arable and ley-arable,L/Ah,4,1st test crop,sugar beet,SBe,Klein E,*,*
